duration,protocol,src_bytes,dst_bytes,flag,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate, Label
58,tcp,18562,15946,S0,0,2,1,0,2,0,4,1,1,4,0,0,0,0,1,79,55,0.10007558293073726,0.49051659763900657,0.630915852765238,0.7302716326546645,0.6036720288486894,0.9217184786614997,0.7759698819647944,151,88,0.46955204995283795,0.4312247056680528,attack
169,icmp,10871,7189,REJ,1,0,2,1,0,1,4,0,0,9,0,2,0,1,1,61,60,0.6698808430641064,0.4475720755906839,0.3372683877001952,0.07464130994251572,0.588773326290813,0.782527907356966,0.0010757539995209786,111,192,0.39222068151930867,0.36369712513161645,normal
475,icmp,7610,12752,S0,1,0,2,2,3,0,3,1,0,9,2,4,0,0,0,29,92,0.23450427468768298,0.13525520152228443,0.4404700431552788,0.5979143848099664,0.11894607365324883,0.12276806447340038,0.8858729459172919,4,234,0.3502626598640214,0.914132271351692,normal
187,udp,11077,11565,REJ,0,2,2,0,2,0,6,1,1,5,0,3,0,0,1,54,36,0.5378978534010095,0.6796582858962039,0.7095597779464339,0.9176269060459447,0.6419424419650281,0.25426851422284447,0.7733635581811241,216,67,0.5496703174322944,0.5989795272321763,normal
463,icmp,15791,6942,SF,1,0,0,4,2,0,1,1,1,7,2,2,0,0,1,33,12,0.28096020971591584,0.8840010381809652,0.6598550700369441,0.4191103443703311,0.3987801871143819,0.14306360028071852,0.2687482329001806,242,209,0.1635524719488638,0.8271852371971382,normal
270,icmp,2544,14730,S0,1,1,1,1,2,1,9,1,0,6,0,3,0,1,0,68,28,0.10453637697002982,0.6921078842874684,0.7730135309127251,0.7701650927788344,0.06325669801373568,0.4776558693356264,0.22933460456720922,75,198,0.4358738626771924,0.1446493995617696,attack
189,udp,5522,11383,REJ,1,2,1,3,4,0,3,1,0,0,0,3,0,0,1,32,39,0.2508644173008785,0.31688460284685194,0.2411375541016264,0.7998108969153265,0.20525610392276816,0.890121946642047,0.05682719046457141,195,210,0.7545458861379314,0.12636290882483348,normal
445,udp,2370,244,S0,0,2,2,3,3,0,2,1,0,9,2,0,0,0,0,4,54,0.43880662210825816,0.6987986662089499,0.004488891299549214,0.010341021062409972,0.44257796968444185,0.6446268795977115,0.09249813608917445,163,179,0.009373362834273258,0.18289981175124093,normal
174,udp,19665,20,REJ,1,2,0,4,0,1,9,0,0,3,0,3,0,1,1,41,13,0.49412885867243206,0.5099424592000832,0.26644210079889763,0.9149399556782195,0.9929781051155627,0.6055265904267156,0.1945708887419646,192,214,0.6028450829539624,0.9436571362493127,normal
445,udp,4710,13917,REJ,1,0,1,1,3,1,7,0,0,7,2,0,0,1,0,2,7,0.14848091929982232,0.8537304383483761,0.3478914643736166,0.18877995964991412,0.4306660730140819,0.07449132092794808,0.00347756302295521,162,27,0.98204493764864,0.09941969589040145,normal
50,icmp,328,13721,S0,1,0,2,2,1,1,6,0,1,8,0,3,0,1,0,62,31,0.3209786243327396,0.4596470992629691,0.960513464292188,0.28269842698070236,0.1497783659640215,0.906294476126625,0.3158305921832002,243,220,0.40275085112627096,0.48345933353354487,attack
363,icmp,13683,5767,SF,1,0,0,1,2,0,2,1,0,5,2,4,0,0,0,37,10,0.8593906433865881,0.2373026518905057,0.21773227330885236,0.8707746626409055,0.9017095546750163,0.2807564472518903,0.9222331098388102,227,5,0.5391307225960866,0.07627962736515181,normal
54,tcp,5579,10247,REJ,0,1,2,0,1,1,3,1,0,3,1,3,0,0,0,12,98,0.9103821318439043,0.10125622140078394,0.8264043507348094,0.6865912137435939,0.0352376229903546,0.9001344247728786,0.5552423351550252,236,43,0.14026859032440087,0.7587634713967542,normal
243,tcp,13122,3515,SF,0,0,0,4,3,1,3,0,0,1,2,1,0,1,1,7,68,0.5351820865306982,0.28106676182779566,0.6225115289831318,0.3718579686067748,0.12672684235097675,0.4540270471773742,0.5806020066935401,82,26,0.7064374638300046,0.3848394533354069,attack
319,icmp,6794,1910,S0,1,2,2,2,0,1,9,1,1,8,0,0,0,0,1,60,49,0.49036160808129914,0.5635398858346953,0.16753664789945677,0.08787960508824333,0.4737248347715971,0.5287800120535912,0.23680667278213463,23,111,0.4178566841586795,0.6117633353492815,normal
130,tcp,120,10750,S0,1,0,1,1,1,0,6,0,1,0,1,4,0,1,0,29,36,0.5814091246550603,0.1700425305922033,0.403504810673628,0.3862327057348547,0.09277868188118665,0.6049994581979913,0.22512098411623616,133,45,0.7690384807617412,0.0716472562939211,normal
484,icmp,6749,8076,SF,1,0,2,1,1,0,7,1,0,4,1,0,0,0,1,49,44,0.21456945588660914,0.03976113393156089,0.5101586572521946,0.9663322361912391,0.5715856794251318,0.28850954387072214,0.36730519321981514,239,3,0.12587097850160267,0.4314969882703422,normal
306,tcp,13763,18006,S0,1,0,2,2,4,0,3,1,0,7,2,4,0,1,0,68,68,0.9935711490896145,0.44884305217062637,0.3441501636512314,0.10461604629941035,0.15776709162065683,0.8355557933487482,0.262170447364911,74,86,0.0755853775474401,0.133785077134998,attack
134,udp,17348,15051,REJ,1,0,0,0,3,1,7,1,1,3,2,0,0,1,1,37,65,0.7452727209723394,0.34743211860197076,0.22615011808108854,0.8461317472432562,0.6508574519100877,0.9583494033055745,0.8584035788507188,124,157,0.2809718148783543,0.3244970168235898,attack
20,tcp,15450,4314,SF,1,2,0,0,1,0,0,0,0,0,1,1,0,0,1,58,25,0.23874587943954684,0.42039062503336055,0.25285093967537076,0.32530133278008533,0.11766424353005567,0.2834975699061917,0.1774708056654547,179,44,0.1745342866466535,0.1888641890883611,normal
328,udp,3675,2453,S0,1,0,1,1,3,0,8,0,1,3,2,1,0,1,0,94,29,0.27214640730242157,0.4541334106148095,0.5852057653356155,0.6545633767520638,0.8101042766151527,0.00014052847971735005,0.6748643520204025,193,252,0.817207129903439,0.48172895803777716,attack
166,udp,18460,2015,S0,0,2,2,3,0,1,6,0,1,4,2,4,0,1,1,1,76,0.6484123875646826,0.7660704707320032,0.6881060525940518,0.6315435155532833,0.7338300174756238,0.5256129055532271,0.4896176723065462,141,57,0.7578692453435774,0.8935660950865454,attack
273,udp,5643,10236,SF,1,0,0,2,1,0,3,0,1,4,2,2,0,1,1,56,37,0.3228465291898984,0.960926855290325,0.46897125864743217,0.3255892523301893,0.9254031604231225,0.5928493286302666,0.6772355953319756,39,61,0.9665967665513215,0.39730642066554755,normal
387,udp,11560,2800,REJ,0,1,1,0,0,0,7,0,0,0,0,0,0,1,0,6,26,0.355316771979564,0.26228443731253537,0.9417358367463845,0.054293077744432705,0.06841788721002018,0.06349091926725259,0.8346966156677778,238,53,0.06665034741800502,0.9036303008988441,normal
88,tcp,17700,9023,SF,0,1,1,0,1,1,9,1,1,1,0,2,0,1,1,79,80,0.780942670160249,0.9423988795207858,0.7285664261668716,0.1488186385741206,0.5552969723407316,0.6728949740050171,0.34136577967910653,251,23,0.2874371683062007,0.7749450936510295,normal
315,icmp,17580,11884,S0,1,2,0,0,2,1,1,1,0,5,1,3,0,1,0,9,50,0.266927049685282,0.22837562023845925,0.8917579659017125,0.5658487804613733,0.7088535872572227,0.2920661460815104,0.5407297180083226,105,223,0.9704746692582548,0.7469170259921633,normal
13,udp,15383,16352,S0,0,2,0,4,4,1,7,1,1,9,1,1,0,0,0,28,14,0.7052411965292109,0.7549451065969561,0.47566354628833774,0.9488579854231781,0.9026644912155112,0.9586667905288331,0.4988970289856982,77,74,0.10659980728421103,0.7810890206192511,normal
241,tcp,3170,12882,SF,0,1,2,3,4,1,9,1,1,4,1,0,0,0,1,93,61,0.9348848634303774,0.6813460485044648,0.014882927955808034,0.9257680872015547,0.4820539406525781,0.7814148699440239,0.3732455112497124,107,157,0.4898200198712537,0.7106775720154698,normal
264,udp,355,10346,REJ,0,1,1,0,4,1,5,0,1,8,2,1,0,0,1,83,96,0.12413515699823774,0.052222216477939565,0.592070529607183,0.11347279006754563,0.9513157048210472,0.07258147121265868,0.8119460960960266,242,122,0.6558386747155887,0.20327591339761675,normal
345,tcp,9718,14035,REJ,1,0,0,3,0,1,6,0,1,6,2,3,0,0,0,33,29,0.14428419465909392,0.7249218030324875,0.818259379475355,0.8752288944985616,0.12247929923895462,0.9543690150736948,0.010260515233038614,237,217,0.2275238553816269,0.8383531472792922,attack
52,tcp,28,16108,REJ,0,1,1,1,3,1,6,0,1,4,2,4,0,0,0,71,31,0.9428731008118159,0.9011226916716356,0.5365350592898077,0.23380946389473223,0.43322922146534937,0.22722881896555291,0.3101074535598145,122,79,0.7761612922467043,0.37593710142725445,attack
385,tcp,14831,2853,SF,0,2,2,1,4,1,1,1,0,8,1,0,0,1,1,97,49,0.20351925723588538,0.9302222967450893,0.5679010481767712,0.9098711378488632,0.25317201185626415,0.7983272354514462,0.8321003741888512,161,234,0.8522100440193191,0.26922101248016195,normal
339,icmp,17397,18620,REJ,1,2,0,4,1,0,1,0,1,0,1,0,0,1,0,97,6,0.020900831598747116,0.6851934043951636,0.9749708958316229,0.758493728732359,0.15538814418252367,0.6432802952074174,0.8721204845374326,128,184,0.39769760600820303,0.8330810395933459,normal
91,tcp,10894,4176,REJ,1,1,1,3,1,0,3,0,1,2,0,0,0,1,0,44,38,0.8685079160200994,0.7865880365040907,0.36614218437499446,0.9612638780954732,0.286782061576523,0.5362996493763169,0.6936663654566587,22,180,0.704165136068964,0.6172415936170154,normal
366,tcp,9019,2155,REJ,0,2,0,2,2,0,5,1,0,1,2,4,0,1,1,99,60,0.28230288699847095,0.07154185001864766,0.8018728188715667,0.4417284603644326,0.6647180795869329,0.9326635822322864,0.3407749977630704,0,125,0.5307363831019766,0.2530500545663117,normal
443,icmp,12638,6829,REJ,1,0,2,4,0,0,3,1,0,6,2,1,0,1,0,70,15,0.2983539350617844,0.1612526461383249,0.5050742394764458,0.7315853329429123,0.4832024726109446,0.6058753538191897,0.8223244152696599,43,197,0.6801936251008244,0.8876946291784036,normal
454,icmp,14889,1886,S0,1,0,2,0,1,0,5,0,1,8,0,4,0,0,0,57,74,0.2269211461851217,0.26247966244504206,0.46371100382843267,0.7352749042975222,0.18154879152760206,0.8587234114307755,0.0840488480815963,108,88,0.4499135053228218,0.5388404137267302,normal
427,tcp,2024,6471,SF,0,1,2,1,1,1,4,0,0,1,1,1,0,0,1,77,36,0.9176668981384791,0.5313383728336708,0.14557706310565488,0.4961718321289851,0.03171974278300549,0.8276981363711167,0.2653946595927167,174,211,0.03391489437543793,0.023920314023640477,attack
263,icmp,5839,12589,SF,0,2,2,1,2,1,5,0,1,5,1,0,0,0,0,83,52,0.7744186470009599,0.38624474549495624,0.7483950835810464,0.9745186897400161,0.9234997605753019,0.6721752711772058,0.09249526306648337,27,137,0.3243882069456424,0.5268083963238971,attack
430,udp,13503,8391,REJ,0,1,0,2,2,1,8,1,1,1,1,4,0,1,1,32,77,0.5967924559760044,0.6571350358218119,0.8232944222219537,0.2436623248987827,0.3141360468052561,0.4903669677758593,0.11031924937030613,225,230,0.29484474898462665,0.9550726500992344,normal
34,udp,10303,19324,SF,1,2,0,4,3,0,5,1,1,2,2,3,0,1,0,94,22,0.45325831567575714,0.4456887869860804,0.43087744507692527,0.9862140221622527,0.12758510345064344,0.0981555183874887,0.5930439072173698,126,109,0.9241996963990805,0.1620042121707468,normal
205,icmp,17138,19874,SF,0,2,1,3,3,0,5,1,0,0,0,4,0,1,0,96,58,0.1435301187602761,0.775022240350654,0.7635305933739036,0.8121186303958009,0.14614764016856974,0.1539948412086546,0.07209593522014335,223,128,0.43842597274427697,0.3009802948485004,attack
80,icmp,17622,13350,S0,0,2,1,1,3,1,7,1,1,5,0,1,0,0,1,89,94,0.9259867705171417,0.7135880820035563,0.5811207867998326,0.6160972094925327,0.2534259179673347,0.5328082807725796,0.6798332570997184,121,43,0.9034804365359266,0.22848820641642242,normal
419,tcp,1906,7899,SF,1,0,0,0,1,1,4,1,0,1,1,0,0,0,0,89,27,0.7496635971591542,0.7472813976157056,0.25755431463883594,0.0755865529852624,0.23081209390886626,0.3322062675636306,0.34883346919589253,86,58,0.005667626336348652,0.22031272802548318,normal
49,icmp,7399,306,S0,1,2,0,2,2,0,4,1,1,2,2,1,0,0,1,50,68,0.278883537971196,0.8288488036511041,0.9237155278878894,0.25936282257300236,0.27955015027780195,0.20784748710424605,0.05570380327929492,98,10,0.6322554492454748,0.07725903772585407,attack
359,tcp,7961,3075,SF,1,0,1,2,0,0,9,0,1,5,0,2,0,0,0,63,87,0.9474960654406981,0.8342224148811654,0.6967714136970251,0.841282186227609,0.22550998382016552,0.9670866956483838,0.28560698819508223,27,203,0.4566619632298221,0.46643914027978095,normal
387,udp,12031,18040,S0,1,2,0,2,3,1,0,0,0,5,2,0,0,0,0,37,50,0.9351909411648991,0.7795523805034251,0.8783346176787288,0.7281536137416897,0.43064670471408717,0.8586114211047541,0.39929836842558497,196,147,0.04466687082709153,0.8184393210149982,attack
1,icmp,15128,7244,S0,0,1,2,0,4,0,5,0,1,3,1,3,0,0,1,79,81,0.6595188273128846,0.06592658222938252,0.2814644256327721,0.9626925261267341,0.7656036652305754,0.430284129474231,0.3665579619663766,207,75,0.46775775592909197,0.24005968526830557,normal
389,tcp,15663,6611,SF,0,0,2,2,1,0,0,1,1,0,1,3,0,0,1,11,67,0.9850035570515672,0.623203351476146,0.9163631893465659,0.3967872643449668,0.02717894462605963,0.871089510113959,0.510129829138185,238,187,0.38383038220409693,0.7111436337454784,normal
53,tcp,1460,19076,S0,0,0,2,3,0,1,7,1,0,6,0,2,0,1,1,62,86,0.18724824548079344,0.019789431981759975,0.3646668612081466,0.8944539478725136,0.19046272139197407,0.059461792118106316,0.5027862857003464,147,127,0.2132042123025979,0.5730530929361968,attack
105,udp,15682,14134,S0,1,0,1,3,1,1,9,0,0,1,1,1,0,0,1,64,72,0.7313903595877,0.7437590396348046,0.00953188592829779,0.8618260442631864,0.7119859981900919,0.09922744260886518,0.3596185666795688,179,171,0.07879149967413468,0.21226779207885083,normal
259,icmp,15193,18148,SF,0,1,0,4,3,0,8,0,1,5,0,3,0,0,1,59,10,0.15217611363174222,0.061057739925877486,0.07502843796483816,0.9661343363990279,0.1488803070303536,0.9480383344905967,0.899221053517712,175,143,0.7903447872505441,0.5696408334829511,attack
309,udp,17800,275,S0,1,0,1,4,1,1,5,1,1,6,1,1,0,0,1,19,34,0.6916912080143945,0.9832149950969277,0.08933848439927827,0.27245033233150207,0.7413294472552928,0.6887990856896835,0.22001566118186966,211,78,0.6084344493318528,0.5225696206144782,attack
476,tcp,11045,5271,S0,1,1,1,3,3,1,8,1,0,1,0,0,0,1,1,65,10,0.9198518197088097,0.6140782093659661,0.2071433682052718,0.49453232427741833,0.5148095660459345,0.7643109746179294,0.34028624059969037,16,189,0.5907239724333468,0.2258242596009722,normal
190,tcp,7766,7331,S0,1,2,0,0,1,0,1,1,1,5,1,4,0,1,0,94,70,0.5360975615336193,0.181998096295385,0.18652198578233636,0.08096339133426178,0.8816149025658899,0.8328904335172911,0.5536644788324698,191,217,0.9057805132774083,0.016933694153299705,attack
401,icmp,17812,11553,S0,0,2,1,4,3,0,8,0,1,0,1,0,0,1,0,17,16,0.7630666375267848,0.468279509564803,0.057893994031219975,0.5909167834078474,0.010159980011898884,0.05322383453773294,0.24526924193882615,132,123,0.012296646426895763,0.4068910939554726,normal
217,tcp,4378,11573,S0,1,1,2,2,2,1,3,1,0,5,2,1,0,0,1,41,54,0.1431217286104426,0.8266769757194238,0.8953924323329719,0.7323223465150104,0.7843565455179429,0.7178177473926073,0.1502279798931232,187,183,0.5414638715395788,0.3231662348511617,normal
43,icmp,7529,19844,REJ,0,0,0,3,2,0,2,1,0,7,2,2,0,0,0,73,81,0.6331945703897671,0.179997963248268,0.8283100836999623,0.2380116742100188,0.5722108979456264,0.3568001300300524,0.006322741806566445,184,202,0.9527471064912075,0.28282632334839786,attack
161,udp,3071,10072,S0,0,0,2,1,2,1,0,1,1,7,1,0,0,1,1,5,25,0.06319189613231446,0.5367754704424932,0.7628232330168283,0.16965228174891867,0.46887860782210955,0.8180007775317597,0.9452994409844397,147,130,0.45005939129923256,0.6986459487722663,normal
